frame,class,snr_a_db
0,4,-69.77
1,4,12.66
2,4,14.45
3,4,13.63
4,4,15.05
5,4,15.39
6,4,15.26
7,4,14.59
8,4,15.11
9,4,14.93
10,4,15.29
11,4,15.68
12,4,16.4
13,4,15.26
14,4,16.27
15,4,15.92
16,4,16.46
17,4,16.95
18,4,16.73
19,4,16.39
20,4,17.36
21,4,17.65
22,4,17.52
23,4,18.34
24,4,18.11
25,4,19.46
26,4,19.57
27,4,18.89
28,4,18.37
29,4,19.24
30,4,20.6
31,4,19.54
32,4,20.4
33,4,20.96
34,4,21.45
35,4,20.7
36,4,22.04
37,4,22.76
38,4,21.67
39,4,21.68
40,4,23.02
41,4,23.86
42,4,22.81
43,4,23.35
44,4,24.46
45,4,24.26
46,4,24.38
47,4,23.57
48,4,24.46
49,4,25.36
50,4,24.88
51,4,24.81
52,4,26.2
53,4,25.7
54,4,25.85
55,4,25.92
56,4,27.19
57,4,28.03
58,4,27.52
59,4,28.19
60,4,29.15
61,4,29.82
62,4,29.71
63,4,30.86
64,4,31.5
65,4,32.14
66,4,32.21
67,4,32.19
68,4,33.8
69,4,34.97
70,4,34.57
71,4,35.86
72,4,37.62
73,4,38.27
74,4,40.3
75,4,41.6
76,4,43.87
77,4,46.76
78,4,45.83
79,4,46.59
80,4,45.07
81,4,41.79
82,4,40.41
83,4,38.03
84,4,38.5
85,4,36.14
86,4,35.01
87,4,35.02
88,4,34.46
89,4,32.76
90,4,32.09
91,4,30.68
92,4,31.72
93,4,30.18
94,4,30.34
95,4,29.7
96,4,29.45
97,4,27.65
98,4,28.02
99,4,28.72
0,1,-490.99
1,1,-491.53
2,1,-489.75
3,1,-490.65
4,1,-489.98
5,1,-489.87
6,1,-489.8
7,1,-490.07
8,1,-490.3
9,1,-490.1
10,1,-489.96
11,1,-490.21
12,1,-489.52
13,1,-490.53
14,1,-490.46
15,1,-489.88
16,1,-489.9
17,1,-489.6
18,1,-489.72
19,1,-490.68
20,1,-489.98
21,1,-490.48
22,1,-489.93
23,1,-490.49
24,1,-490.1
25,1,48.8
26,1,51.93
27,1,50.93
28,1,31.18
29,1,48.46
30,1,52.13
31,1,51.13
32,1,48.82
33,1,34.41
34,1,52.77
35,1,52.22
36,1,52.75
37,1,25.66
38,1,50.4
39,1,53.19
40,1,53.94
41,1,50.28
42,1,40.34
43,1,55.26
44,1,55.18
45,1,54.7
46,1,-83.22
47,1,53.09
48,1,56.02
49,1,56.78
50,1,51.91
51,1,46.48
52,1,57.39
53,1,57.56
54,1,56.33
55,1,-325.95
56,1,56.41
57,1,59.06
58,1,59.81
59,1,54.18
60,1,51.13
61,1,60.05
62,1,-489.93
63,1,-490.29
64,1,-489.9
65,1,-489.97
66,1,-490.13
67,1,-491.11
68,1,-491.0
69,1,-489.75
70,1,-490.3
71,1,-490.64
72,1,-490.16
73,1,-490.6
74,1,-490.39
75,1,-490.25
76,1,-490.12
77,1,-489.42
78,1,-491.45
79,1,-489.62
80,1,-489.62
81,1,-490.31
82,1,-490.43
83,1,-490.46
84,1,-489.78
85,1,-490.21
86,1,-490.52
87,1,-490.31
88,1,-489.76
89,1,-490.31
90,1,-490.5
91,1,-491.65
92,1,-490.17
93,1,-490.6
94,1,-490.3
95,1,-490.42
96,1,-490.29
97,1,-491.39
98,1,-491.08
99,1,-490.19
0,2,-490.99
1,2,-491.53
2,2,-489.75
3,2,-490.65
4,2,-489.98
5,2,-489.87
6,2,-489.8
7,2,-490.07
8,2,-490.3
9,2,-490.1
10,2,-489.96
11,2,-490.21
12,2,-489.52
13,2,-490.53
14,2,-490.46
15,2,-489.88
16,2,-489.9
17,2,-489.6
18,2,-489.72
19,2,-490.68
20,2,-489.98
21,2,-490.48
22,2,-489.93
23,2,-490.49
24,2,-490.1
25,2,-489.54
26,2,-489.53
27,2,-490.62
28,2,-490.66
29,2,-490.0
30,2,34.45
31,2,36.71
32,2,37.38
33,2,37.17
34,2,37.25
35,2,34.52
36,2,-490.21
37,2,-490.11
38,2,-490.63
39,2,-490.84
40,2,31.4
41,2,35.52
42,2,34.85
43,2,35.07
44,2,34.48
45,2,32.7
46,2,-489.82
47,2,-490.67
48,2,-490.47
49,2,-490.01
50,2,27.47
51,2,31.44
52,2,30.86
53,2,30.09
54,2,29.1
55,2,28.02
56,2,-371.1
57,2,-490.67
58,2,-490.29
59,2,-490.6
60,2,20.77
61,2,26.0
62,2,25.17
63,2,24.07
64,2,23.71
65,2,22.06
66,2,-163.42
67,2,-491.11
68,2,-491.0
69,2,-489.75
70,2,-490.3
71,2,-490.64
72,2,-490.16
73,2,-490.6
74,2,-490.39
75,2,-490.25
76,2,-490.12
77,2,-489.42
78,2,-491.45
79,2,-489.62
80,2,-489.62
81,2,-490.31
82,2,-490.43
83,2,-490.46
84,2,-489.78
85,2,-490.21
86,2,-490.52
87,2,-490.31
88,2,-489.76
89,2,-490.31
90,2,-490.5
91,2,-491.65
92,2,-490.17
93,2,-490.6
94,2,-490.3
95,2,-490.42
96,2,-490.29
97,2,-491.39
98,2,-491.08
99,2,-490.19
