3,0,0,174,0
4,0,0,174,0
5,0,0,174,0
6,0,0,174,0
7,0,0,174,0
8,0,0,174,0
9,0,0,173,0
10,0,0,173,0
11,0,0,173,0
12,0,0,173,0
13,0,0,173,0
14,0,0,173,0
15,0,0,173,0
16,0,0,173,0
17,0,0,173,0
18,0,0,173,0
19,0,0,172,0
20,0,0,172,0
21,0,0,172,0
22,0,0,172,0
23,0,0,172,0
24,0,0,172,0
25,0,0,172,0
26,0,0,172,-1
27,0,0,171,-1
28,0,0,171,-1
29,0,0,171,-1
30,0,0,171,-1
31,0,0,171,-1
32,0,0,171,-1
33,0,0,170,-1
34,0,0,170,-1
35,0,0,170,-1
36,0,0,170,-1
37,0,0,170,-1
38,0,0,169,-1
39,0,0,169,-1
40,0,0,169,-1
41,0,0,169,-1
42,0,0,169,-1
43,0,0,168,-1
44,0,0,168,-1
45,0,0,168,-1
46,0,0,167,-1
47,0,0,167,-1
48,0,0,167,-1
49,0,0,166,-1
50,0,0,166,-1
51,0,0,166,-1
52,0,0,165,-1
53,0,0,165,-1
54,0,0,164,-1
55,0,0,164,-1
56,0,0,163,-1
57,0,0,163,-1
58,0,0,162,-1
59,0,0,162,-1
60,0,0,161,-1
61,0,0,160,-1
62,0,0,159,-1
63,0,0,159,-1
64,0,0,158,-1
65,0,0,157,-1
66,0,0,156,-1
67,0,0,154,-1
68,0,0,153,-2
69,0,0,152,-2
70,0,0,150,-2
71,0,0,149,-2
72,0,0,147,-2
73,0,0,145,-2
74,0,0,142,-2
75,0,0,140,-2
76,0,0,137,-2
77,0,0,134,-2
78,0,0,130,-3
79,0,0,127,-3
80,0,0,122,-3
81,0,0,117,-3
82,0,0,112,-3
83,0,0,106,-3
84,0,0,100,-3
85,0,0,94,-3
86,0,0,88,-3
87,0,0,82,-3
88,0,0,76,-3
89,0,0,70,-3
90,0,0,65,-3
91,0,0,60,-3
92,0,0,55,-3
93,0,0,51,-3
94,0,0,48,-3
95,0,0,45,-2
96,0,0,42,-2
97,0,0,39,-2
98,0,0,37,-2
99,0,0,35,-2
