frame,class,snr_a_db
0,4,-507.5
1,4,-508.34
2,4,-9.74
3,4,-10.04
4,4,-10.64
5,4,-9.6
6,4,-8.02
7,4,-9.3
8,4,-9.37
9,4,-9.55
10,4,-10.5
11,4,-8.9
12,4,-9.63
13,4,-9.49
14,4,-8.54
15,4,-9.37
16,4,-8.84
17,4,-8.35
18,4,-9.05
19,4,-8.46
20,4,-9.38
21,4,-8.35
22,4,-9.35
23,4,-8.1
24,4,-8.46
25,4,-7.67
26,4,-8.08
27,4,-8.6
28,4,-8.84
29,4,-8.61
30,4,-7.57
31,4,-8.08
32,4,-7.34
33,4,-8.11
34,4,-6.98
35,4,-7.25
36,4,-6.76
37,4,-6.75
38,4,-6.75
39,4,-5.72
40,4,-6.39
41,4,-6.39
42,4,-5.44
43,4,-5.05
44,4,-5.41
45,4,-3.64
46,4,-3.41
47,4,-2.93
48,4,-2.15
49,4,-3.0
50,4,-2.92
51,4,-0.68
52,4,-1.86
53,4,-0.06
54,4,0.95
55,4,0.54
56,4,0.63
57,4,1.42
58,4,1.74
59,4,2.4
60,4,2.29
61,4,3.67
62,4,3.23
63,4,4.27
64,4,5.88
65,4,7.23
66,4,6.89
67,4,7.55
68,4,8.65
69,4,9.97
70,4,11.33
71,4,11.59
72,4,13.45
73,4,15.63
74,4,17.0
75,4,19.84
76,4,24.39
77,4,28.12
78,4,22.7
79,4,19.71
80,4,17.06
81,4,15.23
82,4,13.35
83,4,12.59
84,4,10.35
85,4,9.94
86,4,9.39
87,4,7.5
88,4,6.56
89,4,7.14
90,4,7.49
91,4,4.64
92,4,3.55
93,4,2.02
94,4,2.82
95,4,2.8
96,4,2.13
97,4,2.69
98,4,1.5
99,4,1.52
0,4,-368.68
1,4,-7.67
2,4,-6.25
3,4,-6.53
4,4,-7.27
5,4,-6.75
6,4,-4.98
7,4,-6.16
8,4,-5.93
9,4,-5.35
10,4,-6.82
11,4,-4.55
12,4,-4.93
13,4,-3.99
14,4,-2.66
15,4,-3.33
16,4,-2.84
17,4,-2.11
18,4,-2.3
19,4,-0.96
20,4,-1.62
21,4,-0.75
22,4,-0.87
23,4,-0.21
24,4,0.52
25,4,1.1
26,4,1.25
27,4,0.55
28,4,0.49
29,4,1.29
30,4,2.66
31,4,2.86
32,4,3.23
33,4,2.64
34,4,3.58
35,4,3.48
36,4,4.63
37,4,4.9
38,4,5.41
39,4,6.65
40,4,7.0
41,4,7.88
42,4,7.51
43,4,8.34
44,4,8.13
45,4,10.4
46,4,10.68
47,4,11.92
48,4,13.0
49,4,13.19
50,4,13.77
51,4,16.07
52,4,16.55
53,4,19.25
54,4,20.3
55,4,19.59
56,4,18.7
57,4,18.36
58,4,17.02
59,4,15.51
60,4,14.64
61,4,14.57
62,4,12.67
63,4,11.77
64,4,10.78
65,4,10.39
66,4,10.43
67,4,8.05
68,4,7.12
69,4,7.7
70,4,6.52
71,4,6.04
72,4,5.6
73,4,4.91
74,4,5.33
75,4,4.69
76,4,2.73
77,4,3.57
78,4,2.55
79,4,3.49
80,4,2.45
81,4,2.72
82,4,1.47
83,4,2.09
84,4,0.83
85,4,0.97
86,4,1.67
87,4,-0.43
88,4,-0.8
89,4,-0.65
90,4,-0.11
91,4,-1.11
92,4,-3.0
93,4,-3.79
94,4,-3.41
95,4,-3.77
96,4,-3.17
97,4,-3.58
98,4,-4.83
99,4,-4.57
0,4,-20.83
1,4,-8.06
2,4,-7.52
3,4,-7.97
4,4,-7.89
5,4,-7.45
6,4,-5.13
7,4,-6.41
8,4,-5.56
9,4,-5.53
10,4,-6.47
11,4,-5.17
12,4,-3.89
13,4,-3.65
14,4,-2.09
15,4,-3.07
16,4,-2.11
17,4,-1.23
18,4,-1.51
19,4,-0.89
20,4,-0.9
21,4,-0.07
22,4,-1.13
23,4,-0.45
24,4,0.26
25,4,0.08
26,4,0.78
27,4,0.59
28,4,1.08
29,4,1.15
30,4,3.23
31,4,4.01
32,4,4.68
33,4,4.2
34,4,4.23
35,4,4.7
36,4,5.96
37,4,5.65
38,4,6.29
39,4,7.17
40,4,6.82
41,4,7.33
42,4,6.7
43,4,7.54
44,4,6.34
45,4,6.86
46,4,6.82
47,4,6.46
48,4,6.01
49,4,4.85
50,4,3.82
51,4,4.48
52,4,4.4
53,4,5.27
54,4,3.45
55,4,2.46
56,4,0.8
57,4,1.3
58,4,0.33
59,4,0.51
60,4,0.11
61,4,0.34
62,4,0.0
63,4,-0.02
64,4,-0.38
65,4,-0.17
66,4,-0.8
67,4,-1.49
68,4,-2.52
69,4,-1.98
70,4,-2.22
71,4,-3.63
72,4,-3.45
73,4,-3.08
74,4,-4.66
75,4,-5.27
76,4,-5.64
77,4,-4.64
78,4,-6.77
79,4,-6.07
80,4,-6.68
81,4,-6.87
82,4,-7.58
83,4,-7.3
84,4,-8.71
85,4,-8.41
86,4,-8.25
87,4,-8.75
88,4,-9.76
89,4,-8.76
90,4,-7.8
91,4,-10.12
92,4,-10.57
93,4,-11.39
94,4,-10.35
95,4,-10.77
96,4,-9.48
97,4,-10.11
98,4,-10.36
99,4,-9.47
